SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
PIGL,EQ,POWER INSTRUMENT (G) LTD,96.5,100.0,95.22,97.64,47667,4641329.31,20260309,97.62,97.61,97.63,97.63,97.61,0.0200000000000102,0.0204834084391747,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,4653405.715,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
5PAISA,EQ,5PAISA CAPITAL LIMITED,299.0,301.0,292.4,296.8,31681,9395324.55,20260309,296.7333333333333,296.7,296.7666666666667,296.7666666666667,296.7,0.0666666666667197,0.0224618149146629,Narrow,Bullish,Above CPR,Cash Only,Stock Broking,True,False,0.0333333333333333,60,19170376.2,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TEMBO,EQ,TEMBO GLOBAL IND LTD,513.0,554.9,510.0,532.65,256239,133814867.15,20260309,532.5166666666668,532.45,532.5833333333335,532.5833333333335,532.45,0.1333333333334394,0.0250320723427089,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1,60,43496665.95,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ARTEMISMED,EQ,ARTEMIS MED SERVICE LTD,226.55,229.79,222.4,226.18,130405,29557427.7,20260309,226.1233333333333,226.095,226.15166666666667,226.15166666666667,226.095,0.0566666666666719,0.0250537919651038,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0333333333333333,60,34683903.1,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LUPIN,EQ,LUPIN LIMITED,2310.0,2319.9,2284.4,2303.1,852490,1960815658.9,20260309,2302.4666666666667,2302.15,2302.7833333333333,2302.7833333333333,2302.15,0.6333333333332121,0.0274991677883379,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.0333333333333333,60,1695125045.0,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TARAPUR,EQ,TARAPUR TRANSFORMERS LTD,24.71,24.71,23.51,24.12,7315,177285.0,20260309,24.113333333333333,24.11,24.116666666666667,24.116666666666667,24.11,0.0066666666666677,0.0276395798783901,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0344827586206896,29,503975.99,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ERIS,EQ,ERIS LIFESCIENCES LIMITED,1330.0,1355.0,1300.6,1328.4,47652,63041103.5,20260309,1328.0,1327.8,1328.2,1328.2,1327.8,0.4000000000000909,0.0301114122252402,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.05,60,72743946.0,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DOMS,EQ,DOMS INDUSTRIES LIMITED,2075.0,2085.7,2023.9,2055.8,53949,110716525.2,20260309,2055.1333333333337,2054.8,2055.466666666667,2055.466666666667,2054.8,0.6666666666669698,0.0324285760612398,Narrow,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,True,False,0.05,60,72930966.25,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GMBREW,EQ,G M BREWERIES LTD,961.0,976.65,951.0,964.3,48875,46950250.8,20260309,963.9833333333332,963.825,964.1416666666664,964.1416666666664,963.825,0.3166666666663786,0.0328390196688145,Narrow,Bullish,Above CPR,Cash Only,FMCG & Food Products,True,False,0.0833333333333333,60,113311999.525,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IRISDOREME,EQ,IRIS CLOTHINGS LIMITED,31.05,31.05,29.7,30.39,417565,12605934.49,20260309,30.38,30.375,30.385,30.385,30.375,0.009999999999998,0.0329055610398091,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0333333333333333,60,15002157.28,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TIRUMALCHM,EQ,THIRUMALAI CHEMICALS LTD,160.0,165.9,158.0,162.03,324899,52685246.84,20260309,161.97666666666666,161.95,162.00333333333333,162.00333333333333,161.95,0.0533333333333416,0.0329157151967794,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.05,60,36575759.98,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDIANHUME,EQ,INDIAN HUME PIPE CO. LTD.,309.95,310.0,297.0,303.65,25863,7822823.95,20260309,303.55,303.5,303.6,303.6,303.5,0.1000000000000227,0.0329326527251845,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,7856292.35,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CENTENKA,EQ,CENTURY ENKA LTD,410.2,410.2,397.6,404.1,16202,6525495.55,20260309,403.9666666666667,403.9,404.0333333333334,404.0333333333334,403.9,0.1333333333334394,0.0329951332178766,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.05,60,4974884.625,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FORTIS,EQ,FORTIS HEALTHCARE LTD,869.5,899.8,856.2,878.45,1416619,1234895386.7,20260309,878.15,878.0,878.3,878.3,878.0,0.2999999999999545,0.034151061528824,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.1,60,1380187593.125,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHYAMMETL,EQ,SHYAM METALICS AND ENGY L,775.2,788.4,752.1,770.65,107919,82468471.85,20260309,770.3833333333333,770.25,770.5166666666667,770.5166666666667,770.25,0.2666666666666515,0.0346028244555442,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.1166666666666666,60,105652704.0,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ADANIPORTS,EQ,ADANI PORT & SEZ LTD,1405.0,1436.1,1405.0,1421.3,4874245,6922698902.0,20260309,1420.8,1420.55,1421.05,1421.05,1420.55,0.5,0.0351790614226412,Narrow,Bullish,Above CPR,Cash Only,Services,True,False,0.05,60,2458549212.4,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TDPOWERSYS,EQ,TD POWER SYSTEMS LTD.,851.25,860.85,829.05,845.4,650792,549381283.9,20260309,845.1,844.95,845.25,845.25,844.95,0.2999999999999545,0.0354861603974396,Narrow,Bullish,Above CPR,Cash Only,Power & Utilities,True,False,0.05,60,529203745.3,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDNIPPON,EQ,INDIA NIPPON ELECT  LTD,768.0,782.65,761.2,772.35,18941,14629077.15,20260309,772.0666666666666,771.925,772.2083333333333,772.2083333333333,771.925,0.283333333333303,0.0366845773720855,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.05,60,14118067.0,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AJAXENGG,EQ,AJAX ENGINEERING LIMITED,479.15,485.3,469.7,477.8,58588,27789044.2,20260309,477.6,477.5,477.69999999999993,477.69999999999993,477.5,0.1999999999999318,0.0418585182084411,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0833333333333333,60,28372167.950000003,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TATVA,EQ,TATVA CHIN PHARM CHEM LTD,1110.0,1125.0,1064.8,1095.6,56151,61300246.1,20260309,1095.1333333333334,1094.9,1095.3666666666668,1095.3666666666668,1094.9,0.466666666666697,0.0425946209078766,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0333333333333333,60,75062128.15,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LASA,EQ,LASA SUPERGENERICS LTD,7.98,7.99,7.48,7.74,38082,295479.5,20260309,7.736666666666667,7.735,7.738333333333334,7.738333333333334,7.735,0.0033333333333338,0.0430663221360963,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0833333333333333,60,414180.11,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MAZDA,EQ,MAZDA LIMITED,194.0,194.0,185.56,189.91,8776,1661493.39,20260309,189.82333333333332,189.78,189.8666666666667,189.8666666666667,189.78,0.0866666666667015,0.0456356519755155,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0333333333333333,60,2763386.79,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APCOTEXIND,EQ,APCOTEX INDUSTRIES LIMITE,367.6,368.5,355.0,362.0,18668,6735619.25,20260309,361.8333333333333,361.75,361.9166666666666,361.9166666666666,361.75,0.1666666666666287,0.0460405156537648,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0333333333333333,60,4455947.6,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LUXIND,EQ,LUX INDUSTRIES LIMITED,873.05,881.0,855.0,868.6,35601,30770951.0,20260309,868.1999999999999,868.0,868.3999999999999,868.3999999999999,868.0,0.3999999999998636,0.0460511167395652,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,26299285.125,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TITAN,EQ,TITAN COMPANY LIMITED,4160.0,4199.7,4112.7,4159.2,576017,2389052568.8,20260309,4157.2,4156.2,4158.2,4158.2,4156.2,2.0,0.0480861704173879,Narrow,Bullish,Above CPR,Cash Only,Consumer Durables,True,False,0.1333333333333333,60,2885239294.05,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
THERMAX,EQ,THERMAX LTD,3120.0,3120.0,3004.5,3064.5,74855,228487124.5,20260309,3063.0,3062.25,3063.75,3063.75,3062.25,1.5,0.048947626040137,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.1,60,265203795.45,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BFINVEST,EQ,BF INVESTMENT LIMITED,372.6,378.1,365.55,372.1,32746,12119181.45,20260309,371.9166666666667,371.8250000000001,372.0083333333333,372.0083333333333,371.8250000000001,0.1833333333332802,0.0492699095225155,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.05,60,6191685.125,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AUBANK,EQ,AU SMALL FINANCE BANK LTD,943.4,948.3,913.6,931.65,2564303,2377794074.8,20260309,931.1833333333334,930.95,931.4166666666669,931.4166666666669,930.95,0.466666666666697,0.0500903415087959,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.1666666666666666,60,1874670190.75,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SANATHAN,EQ,SANATHAN TEXTILES LIMITED,400.0,410.0,381.2,395.9,20480,8082032.4,20260309,395.7,395.6,395.8,395.8,395.6,0.1999999999999318,0.0505178075271361,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.05,60,7182469.574999999,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VEEDOL,EQ,VEEDOL CORPORATION LTD,1320.0,1320.0,1279.0,1300.5,18965,24502375.9,20260309,1299.8333333333333,1299.5,1300.1666666666663,1300.1666666666663,1299.5,0.6666666666665151,0.0512623349993475,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0666666666666666,60,12523236.3,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MBEL,EQ,M AND B ENGINEERING LTD,287.0,294.95,281.0,288.2,85057,24285212.2,20260309,288.05,287.975,288.125,288.125,287.975,0.1499999999999772,0.0520471894517617,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0333333333333333,60,50589501.925,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GOLDIAM,EQ,GOLDIAM INTERNATIONAL LTD,313.1,319.8,306.0,313.15,493438,153408428.0,20260309,312.9833333333333,312.9,313.0666666666666,313.0666666666666,312.9,0.1666666666666287,0.0532226302623754,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0333333333333333,60,156519114.475,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RAYMOND,EQ,RAYMOND LTD,377.0,379.0,362.7,371.15,464744,171211410.4,20260309,370.95,370.85,371.05,371.05,370.85,0.1999999999999318,0.053886568772715,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,106856102.425,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PATANJALI,EQ,PATANJALI FOODS LIMITED,495.0,497.25,484.05,491.05,1891181,924860796.8,20260309,490.7833333333333,490.65,490.9166666666666,490.9166666666666,490.65,0.2666666666666515,0.0543053999932087,Narrow,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,True,False,0.1,60,1127090584.6,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HILINFRA,EQ,HIGHWAY INFRASTRUCTURE L,50.59,50.59,47.47,49.07,130557,6429326.75,20260309,49.04333333333333,49.03,49.05666666666666,49.05666666666666,49.03,0.0266666666666566,0.054344134229991,Narrow,Bullish,Above CPR,Cash Only,Real Estate & Infra,True,False,0.0666666666666666,60,10732884.585,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TEXMOPIPES,EQ,TEXMO PIPE & PRODUCTS LTD,43.85,43.85,41.1,42.51,38473,1631804.34,20260309,42.48666666666667,42.475,42.49833333333334,42.49833333333334,42.475,0.0233333333333405,0.0548890457147507,Narrow,Bullish,Above CPR,Cash Only,Building Materials,True,False,0.0666666666666666,60,1162049.865,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MARICO,EQ,MARICO LIMITED,783.05,783.9,770.8,778.0,1743703,1353635143.1,20260309,777.5666666666666,777.3499999999999,777.7833333333333,777.7833333333333,777.3499999999999,0.4333333333333939,0.0556983718937524,Narrow,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,True,False,0.2166666666666666,60,1098962300.0749998,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JSWSTEEL,EQ,JSW STEEL LIMITED,1203.0,1213.0,1170.2,1192.6,2145649,2554255103.6,20260309,1191.9333333333332,1191.6,1192.2666666666664,1192.2666666666664,1191.6,0.6666666666665151,0.0559002739113294,Narrow,Bullish,Above CPR,Cash Only,Metals & Mining,True,False,0.1333333333333333,60,1618754798.8000002,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WABAG,EQ,VA TECH WABAG LTD,1188.5,1191.0,1165.8,1179.4,227302,267661197.7,20260309,1178.7333333333331,1178.4,1179.0666666666666,1179.0666666666666,1178.4,0.6666666666665151,0.0565259171329926,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1,60,328075851.25,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
REMSONSIND,EQ,REMSONS INDUSTRIES LTD,106.2,107.0,102.5,104.84,158625,16521389.04,20260309,104.78000000000002,104.75,104.81000000000004,104.81000000000004,104.75,0.0600000000000306,0.0572300648607694,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0666666666666666,60,9551485.525,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHREEJISPG,EQ,SHREEJI SHIPPING GLOBAL L,367.6,378.05,362.0,370.35,700288,256555415.05,20260309,370.1333333333334,370.025,370.2416666666668,370.2416666666668,370.025,0.2166666666668106,0.0585032176770111,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,423458422.9500001,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
